"Adduct","charge","cluster index","componentindex","Compound_Name","Compound_Source","Data_Collector","DefaultGroups","G1","G2","G3","G4","G5","G6","GNPSLibraryURL","GNPSLinkout_Cluster","GNPSLinkout_Network","INCHI","Instrument","Ion_Source","IonMode","Library_Class","MassDiff","MQScore","MZErrorPPM","name","number of spectra","parent mass","PI","precursor mass","RTConsensus","RTMean","selected","shared name","SharedPeaks","Smiles","SpectrumID","sum(precursor intensity)","tags","UniqueFileSources"
,"0","456","-1",,,,"G1","3.0","0.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=47bd0f0c102c42c09a879ac02c6c302f&view=cluster_details&protein=456&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=47bd0f0c102c42c09a879ac02c6c302f&show=true",,,,,,,,,"456","3","205.116",,"205.116","0.0","272.45533333333333","false","456",,,,"7864.98",,"NIST1950_Iterative_RPP_20210405_02.mzML|NIST1950_Iterative_RPP_20210405_01.mzML"
,"0","5949","3",,,,"G1","3.0","0.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=47bd0f0c102c42c09a879ac02c6c302f&view=cluster_details&protein=5949&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=47bd0f0c102c42c09a879ac02c6c302f&show=true",,,,,,,,,"5949","3","639.975",,"639.975","0.0","526.454","false","5949",,,,"12651.5",,"NIST1950_Iterative_RPP_20210405_01.mzML"
,"0","476","-1",,,,"G4","0.0","0.0","0.0","2.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=47bd0f0c102c42c09a879ac02c6c302f&view=cluster_details&protein=476&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=47bd0f0c102c42c09a879ac02c6c302f&show=true",,,,,,,,,"476","2","211.079",,"211.079","0.0","68.111","false","476",,,,"2416.42",,"GD_015_camera1_RPP_RRHD_B1.mzML"
,"0","47","16",,,,"G1","36.0","0.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=47bd0f0c102c42c09a879ac02c6c302f&view=cluster_details&protein=47&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=16&task=47bd0f0c102c42c09a879ac02c6c302f&show=true",,,,,,,,,"47","36","116.164",,"116.164","0.0","306.00694444444446","false","47",,,,"486858.0",,"NIST1950_Iterative_RPP_20210405_03.mzML|NIST1950_Iterative_RPP_20210405_04.mzML|NIST1950_Iterative_RPP_20210405_02.mzML|NIST1950_Iterative_RPP_20210405_01.mzML"
"M+H","0","6935","1","PC(16:0/20:5); [M+H]+ C44H79N1O8P1","Commercial","Thomas Metz","G1,G2,G3,G4","16.0","17.0","9.0","4.0","0.0","0.0","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00003125131","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=47bd0f0c102c42c09a879ac02c6c302f&view=cluster_details&protein=6935&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=47bd0f0c102c42c09a879ac02c6c302f&show=true","nan","HCD; Velos","LC-ESI","Positive","1","1.6190200000000001","0.918588","2076.87","6935","46","781.166","Thomas Metz","781.166","0.0","694.4752608695652","false","6935","18","nan","CCMSLIB00003125131","9519140.0","nan","NIST1950_Iterative_RPP_20210405_02.mzML|NIST1950_Iterative_RPP_20210405_06.mzML|NIST1950_Iterative_RPP_20210405_03.mzML|GD_008_pmd1_RPP_RRHD_B1.mzML|GD_011_pmd4_RPP_RRHD_B1.mzML|GD_025_ramclustr3_RPP_RRHD_B1.mzML|GD_022_camera8_RPP_RRHD_B1.mzML|NIST1950_Iterative_RPP_20210405_01.mzML|NIST1950_Iterative_RPP_20210405_07.mzML|GD_013_pmd6_RPP_RRHD_B1.mzML|NIST1950_Iterative_RPP_20210405_05.mzML"
,"0","7531","91",,,,"G1","5.0","0.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=47bd0f0c102c42c09a879ac02c6c302f&view=cluster_details&protein=7531&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=91&task=47bd0f0c102c42c09a879ac02c6c302f&show=true",,,,,,,,,"7531","5","853.7",,"853.7","0.0","737.519","false","7531",,,,"15187.1",,"NIST1950_Iterative_RPP_20210405_07.mzML|NIST1950_Iterative_RPP_20210405_02.mzML"
,"0","5513","-1",,,,"G1,G2,G3,G4","2.0","12.0","11.0","1.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=47bd0f0c102c42c09a879ac02c6c302f&view=cluster_details&protein=5513&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=47bd0f0c102c42c09a879ac02c6c302f&show=true",,,,,,,,,"5513","26","595.484",,"595.484","0.0","613.3238846153846","false","5513",,,,"1323020.0",,"GD_023_ramclustr1_RPP_RRHD_B1.mzML|GD_024_ramclustr2_RPP_RRHD_B1.mzML|NIST1950_Iterative_RPP_20210405_03.mzML|GD_015_camera1_RPP_RRHD_B1.mzML|GD_013_pmd6_RPP_RRHD_B1.mzML|NIST1950_Iterative_RPP_20210405_05.mzML"
,"0","6733","-1",,,,"G1,G2,G3,G4","4.0","12.0","1.0","1.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=47bd0f0c102c42c09a879ac02c6c302f&view=cluster_details&protein=6733&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=47bd0f0c102c42c09a879ac02c6c302f&show=true",,,,,,,,,"6733","18","751.597",,"751.597","0.0","727.1506111111111","false","6733",,,,"227419.0",,"GD_010_pmd3_RPP_RRHD_B1.mzML|GD_022_camera8_RPP_RRHD_B1.mzML|GD_025_ramclustr3_RPP_RRHD_B1.mzML|GD_014_pmd7_RPP_RRHD_B1.mzML|NIST1950_Iterative_RPP_20210405_01.mzML"
,"0","4488","-1",,,,"G4","0.0","0.0","0.0","3.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=47bd0f0c102c42c09a879ac02c6c302f&view=cluster_details&protein=4488&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=47bd0f0c102c42c09a879ac02c6c302f&show=true",,,,,,,,,"4488","3","503.306",,"503.306","0.0","180.56400000000002","false","4488",,,,"6994.09",,"GD_017_camera3_RPP_RRHD_B1.mzML"
,"0","469","26",,,,"G1","22.0","0.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=47bd0f0c102c42c09a879ac02c6c302f&view=cluster_details&protein=469&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=26&task=47bd0f0c102c42c09a879ac02c6c302f&show=true",,,,,,,,,"469","22","209.059",,"209.059","0.0","282.71854545454545","false","469",,,,"70290.0",,"NIST1950_Iterative_RPP_20210405_04.mzML|NIST1950_Iterative_RPP_20210405_02.mzML|NIST1950_Iterative_RPP_20210405_03.mzML|NIST1950_Iterative_RPP_20210405_01.mzML|NIST1950_Iterative_RPP_20210405_07.mzML|NIST1950_Iterative_RPP_20210405_08.mzML"
"M+H","0","341","-1","3-Indolepropionic acid","Lysate","Quinn","G2,G4","0.0","7.0","0.0","5.0","0.0","0.0","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000579276","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=47bd0f0c102c42c09a879ac02c6c302f&view=cluster_details&protein=341&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=47bd0f0c102c42c09a879ac02c6c302f&show=true",,"qTof","LC-ESI","Positive","3","0.998001","0.7519939999999999","5250.26","341","12","189.088","Dorrestein","189.088","0.0","264.42333333333335","false","341","7","C1=CC=C2C(=C1)C(=CN2)CCC(=O)O","CCMSLIB00000579276","106538.0","nan","GD_017_camera3_RPP_RRHD_B1.mzML|GD_012_pmd5_RPP_RRHD_B1.mzML"
,"0","1883","-1",,,,"G1","2.0","0.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=47bd0f0c102c42c09a879ac02c6c302f&view=cluster_details&protein=1883&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=47bd0f0c102c42c09a879ac02c6c302f&show=true",,,,,,,,,"1883","2","323.237",,"323.237","0.0","511.287","false","1883",,,,"9573.89",,"NIST1950_Iterative_RPP_20210405_02.mzML"
,"0","6111","-1",,,,"G2","0.0","2.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=47bd0f0c102c42c09a879ac02c6c302f&view=cluster_details&protein=6111&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=47bd0f0c102c42c09a879ac02c6c302f&show=true",,,,,,,,,"6111","2","660.556",,"660.556","0.0","757.0515","false","6111",,,,"5805.04",,"GD_008_pmd1_RPP_RRHD_B1.mzML"
,"0","3858","-1",,,,"G1,G2","4.0","2.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=47bd0f0c102c42c09a879ac02c6c302f&view=cluster_details&protein=3858&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=47bd0f0c102c42c09a879ac02c6c302f&show=true",,,,,,,,,"3858","6","445.297",,"445.297","0.0","588.6818333333333","false","3858",,,,"51849.4",,"NIST1950_Iterative_RPP_20210405_03.mzML|NIST1950_Iterative_RPP_20210405_04.mzML|GD_012_pmd5_RPP_RRHD_B1.mzML"
,"0","8218","14",,,,"G1","7.0","0.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=47bd0f0c102c42c09a879ac02c6c302f&view=cluster_details&protein=8218&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=14&task=47bd0f0c102c42c09a879ac02c6c302f&show=true",,,,,,,,,"8218","7","982.43",,"982.43","0.0","771.5614285714286","false","8218",,,,"15271.0",,"NIST1950_Iterative_RPP_20210405_03.mzML|NIST1950_Iterative_RPP_20210405_02.mzML|NIST1950_Iterative_RPP_20210405_05.mzML"
"M+H","0","6355","1","SM(d18:1/15:0); [M+H]+ C38H78N2O6P1","Commercial","Thomas Metz","G1,G3,G4","4.0","0.0","5.0","3.0","0.0","0.0","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00003090600","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=47bd0f0c102c42c09a879ac02c6c302f&view=cluster_details&protein=6355&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=47bd0f0c102c42c09a879ac02c6c302f&show=true","nan","HCD; Velos","LC-ESI","Positive","1","1.11798","0.9315899999999999","1623.67","6355","12","689.67","Thomas Metz","689.67","0.0","658.6335","false","6355","6","nan","CCMSLIB00003090600","843297.0","nan","NIST1950_Iterative_RPP_20210405_07.mzML|GD_023_ramclustr1_RPP_RRHD_B1.mzML|GD_016_camera2_RPP_RRHD_B1.mzML|NIST1950_Iterative_RPP_20210405_01.mzML"
,"0","5625","79",,,,"G1,G2","2.0","4.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=47bd0f0c102c42c09a879ac02c6c302f&view=cluster_details&protein=5625&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=79&task=47bd0f0c102c42c09a879ac02c6c302f&show=true",,,,,,,,,"5625","6","606.333",,"606.333","0.0","503.18716666666666","false","5625",,,,"50549.6",,"GD_009_pmd2_RPP_RRHD_B1.mzML|NIST1950_Iterative_RPP_20210405_01.mzML"
,"0","13","-1",,,,"G4","0.0","0.0","0.0","2.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=47bd0f0c102c42c09a879ac02c6c302f&view=cluster_details&protein=13&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=47bd0f0c102c42c09a879ac02c6c302f&show=true",,,,,,,,,"13","2","92.146",,"92.146","0.0","146.7735","false","13",,,,"3015.75",,"GD_018_camera4_RPP_RRHD_B1.mzML"
,"0","6829","-1",,,,"G1","2.0","0.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=47bd0f0c102c42c09a879ac02c6c302f&view=cluster_details&protein=6829&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=47bd0f0c102c42c09a879ac02c6c302f&show=true",,,,,,,,,"6829","2","764.282",,"764.282","0.0","671.3595","false","6829",,,,"6060.92",,"NIST1950_Iterative_RPP_20210405_06.mzML|NIST1950_Iterative_RPP_20210405_05.mzML"
,"0","1417","2",,,,"G1","67.0","0.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=47bd0f0c102c42c09a879ac02c6c302f&view=cluster_details&protein=1417&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=47bd0f0c102c42c09a879ac02c6c302f&show=true",,,,,,,,,"1417","67","294.756",,"294.756","0.0","519.982328358209","false","1417",,,,"346026.0",,"NIST1950_Iterative_RPP_20210405_04.mzML|NIST1950_Iterative_RPP_20210405_02.mzML|NIST1950_Iterative_RPP_20210405_06.mzML|NIST1950_Iterative_RPP_20210405_03.mzML|NIST1950_Iterative_RPP_20210405_07.mzML|NIST1950_Iterative_RPP_20210405_05.mzML"
,"0","2262","2",,,,"G1","2.0","0.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=47bd0f0c102c42c09a879ac02c6c302f&view=cluster_details&protein=2262&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=47bd0f0c102c42c09a879ac02c6c302f&show=true",,,,,,,,,"2262","2","343.265",,"343.265","0.0","878.3065","false","2262",,,,"7112.44",,"NIST1950_Iterative_RPP_20210405_02.mzML|NIST1950_Iterative_RPP_20210405_01.mzML"
"M+H","0","6900","-1","PC(17:0/18:1); [M+H]+ C43H85N1O8P1","Commercial","Thomas Metz","G1,G2,G3","2.0","7.0","1.0","0.0","0.0","0.0","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00003123024","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=47bd0f0c102c42c09a879ac02c6c302f&view=cluster_details&protein=6900&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=47bd0f0c102c42c09a879ac02c6c302f&show=true","nan","CID; Velos","LC-ESI","Positive","1","1.867","0.744093","2413.42","6900","10","775.46","Thomas Metz","775.46","0.0","670.2751000000001","false","6900","6","nan","CCMSLIB00003123024","229344.0","nan","GD_011_pmd4_RPP_RRHD_B1.mzML|GD_009_pmd2_RPP_RRHD_B1.mzML|GD_014_pmd7_RPP_RRHD_B1.mzML|GD_026_ramclustr4_RPP_RRHD_B1.mzML|NIST1950_Iterative_RPP_20210405_01.mzML"
,"0","5294","13",,,,"G4","0.0","0.0","0.0","7.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=47bd0f0c102c42c09a879ac02c6c302f&view=cluster_details&protein=5294&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=13&task=47bd0f0c102c42c09a879ac02c6c302f&show=true",,,,,,,,,"5294","7","580.639",,"580.639","0.0","863.4905714285715","false","5294",,,,"31217.0",,"GD_020_camera6_RPP_RRHD_B1.mzML"
,"0","5338","-1",,,,"G1,G2","2.0","2.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=47bd0f0c102c42c09a879ac02c6c302f&view=cluster_details&protein=5338&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=47bd0f0c102c42c09a879ac02c6c302f&show=true",,,,,,,,,"5338","4","583.324",,"583.324","0.0","520.187","false","5338",,,,"23768.8",,"GD_012_pmd5_RPP_RRHD_B1.mzML|NIST1950_Iterative_RPP_20210405_01.mzML"
,"0","706","-1",,,,"G2,G4","0.0","1.0","0.0","1.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=47bd0f0c102c42c09a879ac02c6c302f&view=cluster_details&protein=706&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=47bd0f0c102c42c09a879ac02c6c302f&show=true",,,,,,,,,"706","2","234.041",,"234.041","0.0","274.876","false","706",,,,"7116.33",,"GD_022_camera8_RPP_RRHD_B1.mzML|GD_012_pmd5_RPP_RRHD_B1.mzML"
,"0","181","-1",,,,"G1,G2,G4","2.0","5.0","0.0","3.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=47bd0f0c102c42c09a879ac02c6c302f&view=cluster_details&protein=181&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=47bd0f0c102c42c09a879ac02c6c302f&show=true",,,,,,,,,"181","10","153.105",,"153.105","0.0","91.7324","false","181",,,,"25065.0",,"GD_010_pmd3_RPP_RRHD_B1.mzML|GD_018_camera4_RPP_RRHD_B1.mzML|NIST1950_Iterative_RPP_20210405_01.mzML"
,"0","6231","-1",,,,"G1,G2,G4","1.0","2.0","0.0","1.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=47bd0f0c102c42c09a879ac02c6c302f&view=cluster_details&protein=6231&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=47bd0f0c102c42c09a879ac02c6c302f&show=true",,,,,,,,,"6231","4","678.055",,"678.055","0.0","552.59775","false","6231",,,,"30972.7",,"GD_019_camera5_RPP_RRHD_B1.mzML|NIST1950_Iterative_RPP_20210405_04.mzML|GD_012_pmd5_RPP_RRHD_B1.mzML"
,"0","576","65",,,,"G3","0.0","0.0","12.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=47bd0f0c102c42c09a879ac02c6c302f&view=cluster_details&protein=576&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=65&task=47bd0f0c102c42c09a879ac02c6c302f&show=true",,,,,,,,,"576","12","222.076",,"222.076","0.0","208.44241666666667","false","576",,,,"107300.0",,"GD_023_ramclustr1_RPP_RRHD_B1.mzML"
,"0","7521","-1",,,,"G1","3.0","0.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=47bd0f0c102c42c09a879ac02c6c302f&view=cluster_details&protein=7521&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=47bd0f0c102c42c09a879ac02c6c302f&show=true",,,,,,,,,"7521","3","850.302",,"850.302","0.0","751.6043333333333","false","7521",,,,"6988.47",,"NIST1950_Iterative_RPP_20210405_03.mzML|NIST1950_Iterative_RPP_20210405_02.mzML"
,"0","7493","56",,,,"G2","0.0","4.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=47bd0f0c102c42c09a879ac02c6c302f&view=cluster_details&protein=7493&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=56&task=47bd0f0c102c42c09a879ac02c6c302f&show=true",,,,,,,,,"7493","4","847.608",,"847.608","0.0","467.577","false","7493",,,,"19815.1",,"GD_010_pmd3_RPP_RRHD_B1.mzML"
,"0","1531","34",,,,"G2,G3,G4","0.0","3.0","3.0","5.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=47bd0f0c102c42c09a879ac02c6c302f&view=cluster_details&protein=1531&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=34&task=47bd0f0c102c42c09a879ac02c6c302f&show=true",,,,,,,,,"1531","11","302.261",,"302.261","0.0","514.224","false","1531",,,,"230849.0",,"GD_024_ramclustr2_RPP_RRHD_B1.mzML|GD_021_camera7_RPP_RRHD_B1.mzML|GD_009_pmd2_RPP_RRHD_B1.mzML|GD_015_camera1_RPP_RRHD_B1.mzML"
,"0","8211","6",,,,"G2,G4","0.0","2.0","0.0","1.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=47bd0f0c102c42c09a879ac02c6c302f&view=cluster_details&protein=8211&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=6&task=47bd0f0c102c42c09a879ac02c6c302f&show=true",,,,,,,,,"8211","3","975.678",,"975.678","0.0","761.1953333333333","false","8211",,,,"10598.2",,"GD_021_camera7_RPP_RRHD_B1.mzML|GD_012_pmd5_RPP_RRHD_B1.mzML"
"M+H","0","3973","87","Spectral Match to 1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14","Isolated","Data deposited by lfnothias","G1","2.0","0.0","0.0","0.0","0.0","0.0","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00003139689","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=47bd0f0c102c42c09a879ac02c6c302f&view=cluster_details&protein=3973&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=87&task=47bd0f0c102c42c09a879ac02c6c302f&show=true","nan","HCD","ESI","Positive","3","0.027008099999999997","0.77036","59.4507","3973","2","454.32","Data from Pieter Dorrestein","454.32","0.0","485.9045","false","3973","9","nan","CCMSLIB00003139689","5195.07","nan","NIST1950_Iterative_RPP_20210405_03.mzML|NIST1950_Iterative_RPP_20210405_01.mzML"
,"0","1782","-1",,,,"G1","2.0","0.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=47bd0f0c102c42c09a879ac02c6c302f&view=cluster_details&protein=1782&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=47bd0f0c102c42c09a879ac02c6c302f&show=true",,,,,,,,,"1782","2","316.127",,"316.127","0.0","37.596000000000004","false","1782",,,,"27264.9",,"NIST1950_Iterative_RPP_20210405_08.mzML|NIST1950_Iterative_RPP_20210405_02.mzML"
,"0","482","-1",,,,"G1","4.0","0.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=47bd0f0c102c42c09a879ac02c6c302f&view=cluster_details&protein=482&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=47bd0f0c102c42c09a879ac02c6c302f&show=true",,,,,,,,,"482","4","213.17",,"213.17","0.0","260.51225","false","482",,,,"5653.37",,"NIST1950_Iterative_RPP_20210405_04.mzML|NIST1950_Iterative_RPP_20210405_02.mzML"
,"0","2494","-1",,,,"G1","2.0","0.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=47bd0f0c102c42c09a879ac02c6c302f&view=cluster_details&protein=2494&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=47bd0f0c102c42c09a879ac02c6c302f&show=true",,,,,,,,,"2494","2","356.269",,"356.269","0.0","370.5295","false","2494",,,,"13895.4",,"NIST1950_Iterative_RPP_20210405_02.mzML"
,"0","645","-1",,,,"G1","2.0","0.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=47bd0f0c102c42c09a879ac02c6c302f&view=cluster_details&protein=645&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=47bd0f0c102c42c09a879ac02c6c302f&show=true",,,,,,,,,"645","2","228.255",,"228.255","0.0","414.073","false","645",,,,"5665.46",,"NIST1950_Iterative_RPP_20210405_03.mzML"
,"0","474","-1",,,,"G1,G4","2.0","0.0","0.0","14.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=47bd0f0c102c42c09a879ac02c6c302f&view=cluster_details&protein=474&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=47bd0f0c102c42c09a879ac02c6c302f&show=true",,,,,,,,,"474","16","211.09",,"211.09","0.0","260.658","false","474",,,,"197017.0",,"GD_022_camera8_RPP_RRHD_B1.mzML|GD_015_camera1_RPP_RRHD_B1.mzML|GD_016_camera2_RPP_RRHD_B1.mzML|NIST1950_Iterative_RPP_20210405_01.mzML"
,"0","3323","2",,,,"G1","11.0","0.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=47bd0f0c102c42c09a879ac02c6c302f&view=cluster_details&protein=3323&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=47bd0f0c102c42c09a879ac02c6c302f&show=true",,,,,,,,,"3323","11","405.33",,"405.33","0.0","715.7738181818181","false","3323",,,,"42532.5",,"NIST1950_Iterative_RPP_20210405_04.mzML|NIST1950_Iterative_RPP_20210405_02.mzML|NIST1950_Iterative_RPP_20210405_01.mzML"
,"0","271","-1",,,,"G4","0.0","0.0","0.0","2.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=47bd0f0c102c42c09a879ac02c6c302f&view=cluster_details&protein=271&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=47bd0f0c102c42c09a879ac02c6c302f&show=true",,,,,,,,,"271","2","171.112",,"171.112","0.0","618.125","false","271",,,,"6304.05",,"GD_021_camera7_RPP_RRHD_B1.mzML"
"M+H","0","7195","1","SM(d18:2/24:1); [M+H]+ C47H92N2O6P1","Commercial","Thomas Metz","G1","2.0","0.0","0.0","0.0","0.0","0.0","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00003100279","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=47bd0f0c102c42c09a879ac02c6c302f&view=cluster_details&protein=7195&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=47bd0f0c102c42c09a879ac02c6c302f&show=true","nan","CID; Velos","LC-ESI","Positive","1","0.057006799999999996","0.90691","70.3214","7195","2","810.604","Thomas Metz","810.604","0.0","738.0","false","7195","6","nan","CCMSLIB00003100279","8017.57","nan","NIST1950_Iterative_RPP_20210405_01.mzML"
